index,thickness,intensity
0,2.253781098574052,241.0
1,3.2270082707957353,104.0
2,3.0627804757548205,135.0
3,2.622547283969749,175.0
4,2.705959460306749,151.0
5,2.756248567124164,171.0
6,4.425672605718761,116.0
7,2.320425038663872,118.0
8,2.181121088036804,108.0
9,4.167387546533331,71.0
10,2.4040883465985434,137.0
11,3.4583483995500477,137.0
12,3.214484803911164,119.0
13,3.7969150496421853,107.0
14,3.8707741168093825,98.0
15,3.327919806325128,120.0
16,2.1812127330324658,190.0
17,1.978012451106595,214.0
18,2.575049634189536,248.0
19,2.561922959237949,152.0
20,1.7949991476779967,222.0
21,3.0633812545902854,87.0
22,3.193299748782011,236.0
23,1.7715183272452948,114.0
24,2.060567256019158,138.0
25,2.2959549333206284,126.5
26,2.584014902348473,156.0
27,3.4453548469321884,156.0
28,2.9097686539272947,86.0
29,2.3401153471560887,201.0
30,1.3108101295337842,156.0
31,3.433507661116158,95.0
32,1.6381971531658956,109.0
33,2.2926638761536204,125.0
34,2.016694448714895,221.0
35,2.6007101036858518,185.0
36,2.928166349016391,144.0
37,2.4580954789704963,143.0
38,3.4762408710419224,249.0
39,2.2007882530067224,89.0
40,2.918213685329654,199.0
41,2.2031064060122456,187.0
42,2.674757351311963,84.5
43,2.816976139065975,90.0
44,2.472413077668641,138.0
45,3.591149934071992,84.0
46,2.241734642022151,126.0
47,1.4190681612219649,157.0
48,2.1074174543892994,197.0
49,2.5490053678601656,178.0
50,2.049159690596236,126.0
51,1.6361258257305928,167.0
52,3.3745301478617544,122.0
53,3.0740573347821174,107.0
54,2.4510953927782064,148.0
55,2.6249051031113346,155.0
56,2.1190556639477265,206.0
57,2.1677447277625084,157.0
58,1.8100858886743656,241.0
59,2.845438550717789,131.0
60,2.9105771971198284,164.0
61,3.172980458219289,165.0
62,1.7058036502549696,176.0
63,2.3599335827720194,117.0
64,2.072832540538358,238.0
65,1.9822246429055959,95.0
66,2.34995682071172,114.0
67,2.543978178801788,227.0
68,2.339079571304582,225.0
69,2.2842163599878207,125.0
70,2.178530286852763,178.5
71,3.35603327445042,107.0
72,2.5049212887006065,124.0
73,3.0356213878754374,97.0
74,2.414605407139423,139.5
75,2.534753212729525,133.0
76,1.7069600261923057,137.0
77,2.003772128710396,171.0
78,1.913874216373619,234.0
79,2.256791203148903,216.0
80,2.7356107755045502,90.0
81,3.3883678159326984,100.0
82,3.0539902329545745,210.0
